Passenger ID,First Name,Last Name,Gender,Age,Nationality,Airport Name,Airport Country Code,Country Name,Airport Continent,Continents,Departure Date,Arrival Airport,Pilot Name,Flight Status
67341,Pet,Izachik,Female,44,China,Rimouski Airport,CA,Canada,NAM,North America,11/10/2022,YXK,Pet Izachik,On Time
49083,Alexandro,Curwood,Male,15,Russia,Hongyuan Airport,CN,China,AS,Asia,2/21/2022,AHJ,Alexandro Curwood,Cancelled
85274,Ermina,Ells,Female,16,Indonesia,Capitan Nicolas Rojas Airport,BO,"Bolivia, Plurinational State of",SAM,South America,3/30/2022,POI,Ermina Ells,Cancelled
52965,Rikki,Blaszczyk,Female,12,China,Viña del mar Airport,CL,Chile,SAM,South America,08/03/2022,KNA,Rikki Blaszczyk,On Time
10505,Annelise,Kinnar,Female,12,Slovenia,Aksu Airport,CN,China,AS,Asia,10/03/2022,AKU,Annelise Kinnar,Cancelled
97485,Allis,Cale,Female,84,Spain,Cardiff International Airport,GB,United Kingdom,EU,Europe,10/30/2022,CWL,Allis Cale,Cancelled
98242,Adey,Treamayne,Female,7,Malaysia,Valdez Pioneer Field,US,United States,NAM,North America,03/01/2022,VDZ,Adey Treamayne,Cancelled
81672,Nathalie,Bilam,Female,48,Belarus,Ryan's Creek Aerodrome,NZ,New Zealand,OC,Oceania,9/18/2022,SZS,Nathalie Bilam,Delayed
98427,Harmony,Gow,Female,7,Canada,Bromont (Roland Desourdy) Airport,CA,Canada,NAM,North America,09/10/2022,ZBM,Harmony Gow,Cancelled
62872,Glen,Hearthfield,Male,6,Indonesia,North Island Naval Air Station-Halsey Field,US,United States,NAM,North America,10/24/2022,NZY,Glen Hearthfield,Cancelled
61558,Rina,Pitrollo,Female,81,China,Dimapur Airport,IN,India,AS,Asia,10/29/2022,DMU,Rina Pitrollo,Delayed
23856,Reyna,Beckinsale,Female,82,Sierra Leone,Mariana Grajales Airport,CU,Cuba,NAM,North America,2/24/2022,GAO,Reyna Beckinsale,On Time
96075,Tessa,Bladge,Female,82,Brazil,Idaho Falls Regional Airport,US,United States,NAM,North America,7/27/2022,IDA,Tessa Bladge,Cancelled
53224,Lowell,Benedit,Male,87,China,Vista Field,US,United States,NAM,North America,4/14/2022,VSK,Lowell Benedit,Delayed
74824,Joyce,Bridgman,Female,73,Macedonia,Tenente Lund Pressoto Airport,BR,Brazil,SAM,South America,4/27/2022,FRC,Joyce Bridgman,Delayed
34829,Stanton,Pitrelli,Male,52,Philippines,Federico Garcia Lorca Airport,ES,Spain,EU,Europe,6/18/2022,GRX,Stanton Pitrelli,Delayed
11595,Kristo,Cobbin,Male,51,Brazil,Capitan FAP Carlos Martinez De Pinillos International Airport,PE,Peru,SAM,South America,08/10/2022,TRU,Kristo Cobbin,Cancelled
31713,Reggy,Rysom,Male,39,Indonesia,Deer Lake Airport,CA,Canada,NAM,North America,12/09/2022,YDF,Reggy Rysom,Delayed
50005,Francyne,Shalcros,Female,49,China,Cruz Bay Seaplane Base,VI,"Virgin Islands, U.S.",NAM,North America,06/02/2022,SJF,Francyne Shalcros,Cancelled
96142,Normy,Dome,Male,42,Honduras,Williamsport Regional Airport,US,United States,NAM,North America,2/21/2022,IPT,Normy Dome,Cancelled
17446,Bab,Ashby,Female,34,South Africa,Wollongong Airport,AU,Australia,OC,Oceania,11/28/2022,WOL,Bab Ashby,On Time
92433,Kale,Dunniom,Male,9,Brazil,Paranaguá Airport,BR,Brazil,SAM,South America,7/22/2022,PNG,Kale Dunniom,Delayed
18707,Constantino,Message,Male,11,Moldova,Mukah Airport,MY,Malaysia,AS,Asia,02/04/2022,MKM,Constantino Message,On Time
16964,Cy,Mannagh,Male,54,Switzerland,Doris Lake,CA,Canada,NAM,North America,08/06/2022,JOJ,Cy Mannagh,Delayed
37427,Valdemar,Whate,Male,90,Brazil,Northeast Florida Regional Airport,US,United States,NAM,North America,10/09/2022,UST,Valdemar Whate,On Time
84393,Dinny,Soppit,Female,21,Nepal,Lae Island Airport,MH,Marshall Islands,OC,Oceania,05/08/2022,LML,Dinny Soppit,On Time
31581,Eldin,Manhood,Male,87,France,Norman Manley International Airport,JM,Jamaica,NAM,North America,6/23/2022,KIN,Eldin Manhood,Cancelled
52706,Cleon,De Maine,Male,31,Belgium,28 de Noviembre Airport,AR,Argentina,SAM,South America,8/19/2022,RYO,Cleon De Maine,Delayed
38988,Kelwin,Dorward,Male,82,Argentina,Duncan Town Airport,BS,Bahamas,NAM,North America,5/26/2022,DCT,Kelwin Dorward,On Time
50788,Giraud,Harlin,Male,29,China,Gerrard Smith International Airport,KY,Cayman Islands,NAM,North America,11/02/2022,CYB,Giraud Harlin,On Time
50235,Prescott,Vondruska,Male,41,Thailand,Moises R. Espinosa Airport,PH,Philippines,AS,Asia,03/12/2022,MBT,Prescott Vondruska,Delayed
33388,Alla,Peniman,Female,62,China,Yeniseysk Airport,RU,Russian Federation,AS,Asia,12/12/2022,EIE,Alla Peniman,Cancelled
13667,Arturo,Bonsale,Male,42,Indonesia,Arad International Airport,RO,Romania,EU,Europe,08/11/2022,ARW,Arturo Bonsale,On Time
59578,Carlen,Dives,Female,85,Colombia,Chandalar Lake Airport,US,United States,NAM,North America,4/27/2022,WCR,Carlen Dives,Cancelled
58007,Oswell,Giercke,Male,29,Indonesia,Bisbee Douglas International Airport,US,United States,NAM,North America,2/27/2022,DUG,Oswell Giercke,On Time
84715,Ariel,Merrill,Male,50,Iraq,Ontario International Airport,US,United States,NAM,North America,11/08/2022,ONT,Ariel Merrill,Delayed
12009,Carol,Horry,Female,10,China,Ralph C Weiser Field,US,United States,NAM,North America,06/09/2022,AGO,Carol Horry,On Time
66856,Erminie,Ipgrave,Female,48,Spain,Yinchuan Hedong International Airport,CN,China,AS,Asia,3/23/2022,INC,Erminie Ipgrave,Delayed
60334,Carlyle,Gallagher,Male,73,Sweden,Central Illinois Regional Airport at Bloomington-Normal,US,United States,NAM,North America,09/03/2022,BMI,Carlyle Gallagher,On Time
77527,Frederica,Joselovitch,Female,60,Indonesia,Totness Airport,SR,Suriname,SAM,South America,08/01/2022,TOT,Frederica Joselovitch,On Time
36805,Toni,Aiston,Female,74,Finland,Muskrat Dam Airport,CA,Canada,NAM,North America,6/13/2022,MSA,Toni Aiston,On Time
19813,Perrine,Danton,Female,8,Indonesia,Wausau Downtown Airport,US,United States,NAM,North America,06/04/2022,AUW,Perrine Danton,Delayed
14628,Dominga,Denys,Female,35,Ukraine,Saumlaki/Olilit Airport,ID,Indonesia,AS,Asia,10/25/2022,SXK,Dominga Denys,On Time
39244,Fleurette,Kenford,Female,16,Portugal,Twentynine Palms Airport,US,United States,NAM,North America,10/26/2022,TNP,Fleurette Kenford,Cancelled
45133,Bryce,De Moreno,Male,12,Chile,Kiwayu Airport,KE,Kenya,AF,Africa,09/01/2022,KWY,Bryce De Moreno,Delayed
71713,Pavla,Matz,Female,2,Ukraine,Nuku Airport,PG,Papua New Guinea,OC,Oceania,07/08/2022,UKU,Pavla Matz,On Time
51157,Abe,Santos,Male,40,Croatia,Vila Bela da Santíssima Trindade Airport,BR,Brazil,SAM,South America,05/05/2022,MTG,Abe Santos,Cancelled
20936,Randy,Greystock,Female,27,China,Palacios Municipal Airport,US,United States,NAM,North America,5/26/2022,PSX,Randy Greystock,Delayed
77701,Isador,Grist,Male,66,Portugal,Kaili Airport,CN,China,AS,Asia,9/17/2022,KJH,Isador Grist,On Time
73739,Brendan,Bockh,Male,5,Yemen,Playón Chico Airport,PA,Panama,NAM,North America,9/15/2022,PYC,Brendan Bockh,Cancelled
96316,Rustin,Dilrew,Male,49,Uganda,Helmuth Baungarten Airport,BR,Brazil,SAM,South America,05/12/2022,LOI,Rustin Dilrew,On Time
81952,Ammamaria,Gladdin,Female,4,Azerbaijan,Sesheke Airport,ZM,Zambia,AF,Africa,02/04/2022,SJQ,Ammamaria Gladdin,Cancelled
70918,Keen,Gleeson,Male,62,China,Delissaville Airport,AU,Australia,OC,Oceania,10/30/2022,DLV,Keen Gleeson,Cancelled
41655,Francklin,Witheridge,Male,56,Syria,Tocumwal Airport,AU,Australia,OC,Oceania,10/19/2022,TCW,Francklin Witheridge,Cancelled
26264,Nathanael,Brockest,Male,3,Portugal,Rochester Airport,GB,United Kingdom,EU,Europe,08/01/2022,RCS,Nathanael Brockest,On Time
12356,Dara,Frere,Female,73,Indonesia,Uru Harbour Airport,SB,Solomon Islands,OC,Oceania,01/04/2022,ATD,Dara Frere,On Time
85601,Bartholemy,Reuther,Male,70,Philippines,Luis Munoz Marin International Airport,PR,Puerto Rico,NAM,North America,04/10/2022,SJU,Bartholemy Reuther,Cancelled
13712,Arnie,Kite,Male,63,Indonesia,Sua Pan Airport,BW,Botswana,AF,Africa,9/16/2022,SXN,Arnie Kite,On Time
11482,Candie,Spybey,Female,67,China,Herrera Airport,DO,Dominican Republic,NAM,North America,7/20/2022,HEX,Candie Spybey,Cancelled
94304,Minda,Gault,Female,86,China,Hihifo Airport,WF,Wallis and Futuna,OC,Oceania,1/22/2022,WLS,Minda Gault,Cancelled
65610,Aileen,Olyff,Female,48,Brazil,Carurú Airport,CO,Colombia,SAM,South America,05/08/2022,CUO,Aileen Olyff,On Time
74851,Yetta,Janout,Female,85,Philippines,Great Bear Lake Airport,CA,Canada,NAM,North America,6/14/2022,DAS,Yetta Janout,On Time
97575,Stanislas,Tesauro,Male,10,Kazakhstan,Jardines Del Rey Airport,CU,Cuba,NAM,North America,2/19/2022,CCC,Stanislas Tesauro,Cancelled
48583,Robenia,Troth,Female,49,Peru,Enfidha - Hammamet International Airport,TN,Tunisia,AF,Africa,08/08/2022,NBE,Robenia Troth,On Time
17698,Marjie,Newbigging,Female,39,Vietnam,Menara Airport,MA,Morocco,AF,Africa,9/13/2022,RAK,Marjie Newbigging,Cancelled
20620,Alexandro,Christiensen,Male,46,United States,Nambucca Heads Airport,AU,Australia,OC,Oceania,4/13/2022,NBH,Alexandro Christiensen,On Time
23924,Nickolas,Raynham,Male,41,China,Wiseman Airport,US,United States,NAM,North America,1/31/2022,WSM,Nickolas Raynham,Delayed
16853,Burlie,Johnstone,Male,45,East Timor,Prince Mangosuthu Buthelezi Airport,ZA,South Africa,AF,Africa,2/14/2022,ULD,Burlie Johnstone,Delayed
41943,Glenine,Southby,Female,48,Netherlands,Wichita Eisenhower National Airport,US,United States,NAM,North America,10/18/2022,ICT,Glenine Southby,Cancelled
11474,Morley,Metham,Male,22,Japan,La Tuque Airport,CA,Canada,NAM,North America,02/11/2022,YLQ,Morley Metham,Cancelled
95394,Griffin,Farrent,Male,26,Armenia,Yibin Caiba Airport,CN,China,AS,Asia,12/28/2022,YBP,Griffin Farrent,On Time
78086,Stearne,Arrundale,Male,79,Colombia,Coban Airport,GT,Guatemala,NAM,North America,04/09/2022,CBV,Stearne Arrundale,Cancelled
61094,Colver,O'Loughlin,Male,29,China,Noonkanbah Airport,AU,Australia,OC,Oceania,12/28/2022,NKB,Colver O'Loughlin,On Time
45991,Merilee,Boothroyd,Female,83,Greece,Zhob Airport,PK,Pakistan,AS,Asia,1/19/2022,PZH,Merilee Boothroyd,Cancelled
56028,Edouard,Coope,Male,10,Marshall Islands,Tumolbil Airport,PG,Papua New Guinea,OC,Oceania,03/01/2022,TLP,Edouard Coope,Delayed
99635,Marcellina,Wealthall,Female,16,Georgia,Konya Airport,TR,Turkey,AS,Asia,10/17/2022,KYA,Marcellina Wealthall,Delayed
13420,Albertina,Twiname,Female,16,Poland,Sármellék International Airport,HU,Hungary,EU,Europe,4/22/2022,SOB,Albertina Twiname,Delayed
24553,Steffie,Vicker,Female,70,Philippines,St Jean Airport,CA,Canada,NAM,North America,08/09/2022,YJN,Steffie Vicker,On Time
35639,Lamar,Tebbet,Male,53,Serbia,La Ronge Airport,CA,Canada,NAM,North America,12/05/2022,YVC,Lamar Tebbet,Cancelled
47126,Shell,Calderhead,Female,4,Ukraine,Wollongong Airport,AU,Australia,OC,Oceania,3/23/2022,WOL,Shell Calderhead,Delayed
36479,Robin,Burris,Female,39,Russia,St Louis Regional Airport,US,United States,NAM,North America,10/10/2022,ALN,Robin Burris,Delayed
82914,Rawley,Bowmen,Male,23,China,Haivaro Airport,PG,Papua New Guinea,OC,Oceania,11/23/2022,HIT,Rawley Bowmen,Delayed
46354,Irma,Stutely,Female,64,Gabon,Mélio Viana Airport,BR,Brazil,SAM,South America,08/09/2022,QID,Irma Stutely,On Time
52291,Annora,Carmichael,Female,44,Kazakhstan,San Nicolas De Bari Airport,CU,Cuba,NAM,North America,3/20/2022,QSN,Annora Carmichael,Delayed
71851,Katey,Bew,Female,60,China,Newark Liberty International Airport,US,United States,NAM,North America,4/13/2022,EWR,Katey Bew,On Time
98695,Heinrik,Hemphrey,Male,81,Thailand,Waterbury Oxford Airport,US,United States,NAM,North America,9/25/2022,OXC,Heinrik Hemphrey,On Time
70741,Chilton,Easterling,Male,79,China,RAF Bentwaters,GB,United Kingdom,EU,Europe,2/24/2022,BWY,Chilton Easterling,Delayed
90835,Rafa,Stelfax,Female,73,New Caledonia,Hassi R'Mel Airport,DZ,Algeria,AF,Africa,9/16/2022,HRM,Rafa Stelfax,Cancelled
49188,Raul,Mantha,Male,90,Argentina,Sado Airport,JP,Japan,AS,Asia,09/12/2022,SDS,Raul Mantha,Delayed
11793,Erena,Driffe,Female,47,South Africa,Tissa Tank Waterdrome,LK,Sri Lanka,AS,Asia,6/20/2022,TTW,Erena Driffe,Delayed
63335,Johnnie,Trewman,Male,88,Finland,Anthony Municipal Airport,US,United States,NAM,North America,4/25/2022,ANY,Johnnie Trewman,Cancelled
19209,Tripp,Docksey,Male,45,Indonesia,Bellona/Anua Airport,SB,Solomon Islands,OC,Oceania,01/10/2022,BNY,Tripp Docksey,Delayed
57170,Jeni,Becker,Female,62,Indonesia,Espinosa Airport,BR,Brazil,SAM,South America,7/31/2022,ESI,Jeni Becker,On Time
70175,Freddy,Rides,Male,49,Philippines,Tonghua Sanyuanpu Airport,CN,China,AS,Asia,10/14/2022,TNH,Freddy Rides,On Time
85149,Petunia,Hanbury-Brown,Female,34,China,Shute Harbour Airport,AU,Australia,OC,Oceania,9/25/2022,JHQ,Petunia Hanbury-Brown,Cancelled
82659,Claribel,Backshall,Female,42,France,Aleknagik / New Airport,US,United States,NAM,North America,07/10/2022,WKK,Claribel Backshall,Cancelled
26542,Stephen,Tettley,Male,57,China,Capurganá Airport,CO,Colombia,SAM,South America,9/21/2022,CPB,Stephen Tettley,Cancelled
83841,Moses,Walding,Male,56,China,Charlotte Amalie Harbor Seaplane Base,VI,"Virgin Islands, U.S.",NAM,North America,1/15/2022,SPB,Moses Walding,On Time
41162,Isaiah,St Pierre,Male,54,Russia,Mwadui Airport,TZ,"Tanzania, United Republic of",AF,Africa,5/31/2022,MWN,Isaiah St Pierre,Delayed
48143,Darcee,Bilbee,Female,54,Canada,Cruzeiro do Sul Airport,BR,Brazil,SAM,South America,12/20/2022,CZS,Darcee Bilbee,On Time
90224,Brinn,Crankhorn,Female,31,Indonesia,Kirovsk-Apatity Airport,RU,Russian Federation,EU,Europe,11/23/2022,KVK,Brinn Crankhorn,On Time
80845,Shanta,Learmond,Female,61,Philippines,Cheikh Larbi Tébessi Airport,DZ,Algeria,AF,Africa,9/18/2022,TEE,Shanta Learmond,Delayed
40893,Nonna,Lownsbrough,Female,56,Russia,Ljubljana Jože Pučnik Airport,SI,Slovenia,EU,Europe,12/07/2022,LJU,Nonna Lownsbrough,On Time
25074,Giovanna,McKinley,Female,69,France,Land's End Airport,GB,United Kingdom,EU,Europe,2/15/2022,LEQ,Giovanna McKinley,Cancelled
92568,D'arcy,Carratt,Male,39,Indonesia,Ivanof Bay Seaplane Base,US,United States,NAM,North America,9/30/2022,KIB,D'arcy Carratt,Cancelled
44440,Clementina,Bernardeschi,Female,37,Yemen,Guriaso (Keraso) Airport,PG,Papua New Guinea,OC,Oceania,01/08/2022,GUE,Clementina Bernardeschi,On Time
12504,Batsheva,Baynes,Female,9,China,St. Anthony Airport,CA,Canada,NAM,North America,12/26/2022,YAY,Batsheva Baynes,Cancelled
45776,Gabriello,Ellerington,Male,19,Indonesia,Patuxent River Naval Air Station (Trapnell Field),US,United States,NAM,North America,7/20/2022,NHK,Gabriello Ellerington,Delayed
70394,Granthem,Ghion,Male,17,China,Maitland Airport,AU,Australia,OC,Oceania,11/05/2022,MTL,Granthem Ghion,Delayed
16110,Filmore,Faich,Male,76,Nigeria,Manitouwadge Airport,CA,Canada,NAM,North America,05/03/2022,YMG,Filmore Faich,Cancelled
33527,Joice,Chadbourne,Female,51,Peru,Adıyaman Airport,TR,Turkey,AS,Asia,8/30/2022,ADF,Joice Chadbourne,Delayed
18101,Lief,Deaton,Male,81,Argentina,Anderson Regional Airport,US,United States,NAM,North America,10/24/2022,AND,Lief Deaton,On Time
51560,Ephrem,Challoner,Male,62,Yemen,Orán Airport,AR,Argentina,SAM,South America,11/08/2022,ORA,Ephrem Challoner,On Time
76828,Stacee,Dulson,Male,88,Philippines,Cortland County Chase Field,US,United States,NAM,North America,6/26/2022,CTX,Stacee Dulson,On Time
79351,Channa,Aphale,Female,19,Canada,Jam Airport,IR,"Iran, Islamic Republic of",AS,Asia,5/26/2022,KNR,Channa Aphale,On Time
51030,Lon,Doogue,Male,29,Russia,Satwag Airport,PG,Papua New Guinea,OC,Oceania,9/16/2022,SWG,Lon Doogue,Delayed
20337,Rex,Jowsey,Male,11,South Korea,Burg Feuerstein Airport,DE,Germany,EU,Europe,4/20/2022,URD,Rex Jowsey,Delayed
22453,Neall,Zamudio,Male,90,Czech Republic,Sandstone Airport,AU,Australia,OC,Oceania,12/15/2022,NDS,Neall Zamudio,Cancelled
82833,Mace,Glashby,Male,28,Belarus,Merowe New Airport,SD,Sudan,AF,Africa,04/10/2022,MWE,Mace Glashby,Cancelled
13932,Brett,Levecque,Male,60,Croatia,Dalanzadgad Airport,MN,Mongolia,AS,Asia,9/16/2022,DLZ,Brett Levecque,On Time
60206,Sharline,Tape,Female,76,Kazakhstan,Zhoushuizi Airport,CN,China,AS,Asia,3/17/2022,DLC,Sharline Tape,Delayed
50885,Darrel,Diaper,Male,75,Portugal,Zhytomyr Airport,UA,Ukraine,EU,Europe,7/15/2022,ZTR,Darrel Diaper,Delayed
87766,Peggie,Stone,Female,11,China,Santa Maria Airport,BR,Brazil,SAM,South America,05/12/2022,AJU,Peggie Stone,Delayed
22182,Saw,Osorio,Male,40,China,Likiep Airport,MH,Marshall Islands,OC,Oceania,8/16/2022,LIK,Saw Osorio,On Time
79928,Kacey,Tilford,Female,69,Poland,Khatgal Airport,MN,Mongolia,AS,Asia,04/11/2022,HTM,Kacey Tilford,On Time
69343,Luke,Gottelier,Male,89,Philippines,Western Neb. Rgnl/William B. Heilig Airport,US,United States,NAM,North America,01/09/2022,BFF,Luke Gottelier,On Time
48229,Alleyn,Facer,Male,65,China,Indiana County/Jimmy Stewart Fld/ Airport,US,United States,NAM,North America,02/12/2022,IDI,Alleyn Facer,On Time
92052,Cele,Baiden,Female,17,Poland,Dong Tac Airport,VN,Viet Nam,AS,Asia,11/29/2022,TBB,Cele Baiden,Cancelled
58556,Rene,Mort,Male,68,Ukraine,Willoughby Lost Nation Municipal Airport,US,United States,NAM,North America,7/21/2022,LNN,Rene Mort,On Time
75606,Newton,Minchinden,Male,77,Japan,Vista Field,US,United States,NAM,North America,6/29/2022,VSK,Newton Minchinden,On Time
31262,Franklin,Bentham3,Male,10,Sweden,Palm Springs International Airport,US,United States,NAM,North America,06/02/2022,PSP,Franklin Bentham3,Delayed
30534,Allyn,Waliszewski,Male,84,Serbia,Bimin Airport,PG,Papua New Guinea,OC,Oceania,8/22/2022,BIZ,Allyn Waliszewski,On Time
18276,Angel,Pettko,Male,22,China,Northeast Ohio Regional Airport,US,United States,NAM,North America,12/11/2022,JFN,Angel Pettko,Delayed
95734,Clevie,Baynon,Male,80,France,Gage Airport,US,United States,NAM,North America,6/18/2022,GAG,Clevie Baynon,On Time
16830,Wallis,Wones,Male,14,Indonesia,Senggo Airport,ID,Indonesia,AS,Asia,8/18/2022,ZEG,Wallis Wones,Delayed
25696,Allyce,Rouby,Female,77,Portugal,Ahwaz Airport,IR,"Iran, Islamic Republic of",AS,Asia,9/21/2022,AWZ,Allyce Rouby,Delayed
32157,Evelina,MacDaid,Female,2,China,Plymouth City Airport,GB,United Kingdom,EU,Europe,11/26/2022,PLH,Evelina MacDaid,Cancelled
10714,Deedee,Gratten,Female,51,Poland,Ouvéa Airport,NC,New Caledonia,OC,Oceania,04/05/2022,UVE,Deedee Gratten,Cancelled
31145,Abbye,Darville,Female,55,Brazil,Pangoa Airport,PG,Papua New Guinea,OC,Oceania,4/28/2022,PGB,Abbye Darville,Cancelled
10143,Lesley,Statefield,Male,49,Indonesia,Kaufana Airport,TO,Tonga,OC,Oceania,07/02/2022,EUA,Lesley Statefield,On Time
90573,Maitilde,Bridgstock,Female,15,Indonesia,Barranca De Upia Airport,CO,Colombia,SAM,South America,5/19/2022,BAC,Maitilde Bridgstock,Delayed
48085,Larissa,Clemenzo,Female,5,Vietnam,RAF Cottesmore,GB,United Kingdom,EU,Europe,06/01/2022,OKH,Larissa Clemenzo,Delayed
22657,Matilde,Mouatt,Female,16,France,Aguas Claras Airport,CO,Colombia,SAM,South America,02/08/2022,OCV,Matilde Mouatt,On Time
96046,Jori,Baignard,Female,56,France,En Nahud Airport,SD,Sudan,AF,Africa,05/09/2022,NUD,Jori Baignard,On Time
17788,Ring,Faughny,Male,43,Philippines,Long Island Airport,PG,Papua New Guinea,OC,Oceania,11/24/2022,LSJ,Ring Faughny,Cancelled
70609,Kalina,Mathen,Female,33,Central African Republic,Köthen Airport,DE,Germany,EU,Europe,1/27/2022,KOQ,Kalina Mathen,Delayed
35366,Marisa,Howse,Female,7,United States,Belmonte Airport,BR,Brazil,SAM,South America,8/29/2022,BVM,Marisa Howse,On Time
63933,Kit,Constance,Male,10,China,Nzagi Airport,AO,Angola,AF,Africa,1/19/2022,NZA,Kit Constance,On Time
94018,Sargent,Renachowski,Male,56,China,La Baule-Escoublac Airport,FR,France,EU,Europe,12/15/2022,LBY,Sargent Renachowski,On Time
19263,Hewitt,Oakwood,Male,71,Peru,Hope Vale Airport,AU,Australia,OC,Oceania,9/17/2022,HPE,Hewitt Oakwood,On Time
62757,Fernandina,Caress,Female,78,South Africa,Rocky Mountain House Airport,CA,Canada,NAM,North America,7/25/2022,YRM,Fernandina Caress,Cancelled
39441,Omero,Peoples,Male,59,Sweden,Nellis Air Force Base,US,United States,NAM,North America,5/20/2022,LSV,Omero Peoples,Delayed
86666,Elspeth,Kinzett,Female,49,Indonesia,Pu'er Simao Airport,CN,China,AS,Asia,1/17/2022,SYM,Elspeth Kinzett,On Time
27540,Virge,Tyt,Male,62,Indonesia,Ministro Victor Konder International Airport,BR,Brazil,SAM,South America,6/17/2022,NVT,Virge Tyt,On Time
35732,Abram,Riddlesden,Male,36,Finland,Deputatskiy Airport,RU,Russian Federation,EU,Europe,04/12/2022,DPT,Abram Riddlesden,Cancelled
37337,Welbie,Baldwin,Male,9,China,El Encanto Airport,CO,Colombia,SAM,South America,07/12/2022,ECO,Welbie Baldwin,On Time
33149,Harper,Vlasov,Male,41,Indonesia,Seymour Johnson Air Force Base,US,United States,NAM,North America,5/16/2022,GSB,Harper Vlasov,Cancelled
63034,Fitz,Harkus,Male,24,Peru,Westerland Sylt Airport,DE,Germany,EU,Europe,2/28/2022,GWT,Fitz Harkus,Delayed
42675,Cletus,Achromov,Male,51,Poland,Minot Air Force Base,US,United States,NAM,North America,12/23/2022,MIB,Cletus Achromov,Cancelled
28911,Ethan,Antowski,Male,44,South Korea,"Pattimura Airport, Ambon",ID,Indonesia,AS,Asia,8/19/2022,AMQ,Ethan Antowski,On Time
51491,Rik,Coughlan,Male,69,Sweden,Victoria Airport,CL,Chile,SAM,South America,12/12/2022,ZIC,Rik Coughlan,Cancelled
50328,Kendall,Goodrich,Male,44,Brazil,Sharana Airstrip,AF,Afghanistan,AS,Asia,6/22/2022,OAS,Kendall Goodrich,Delayed
93362,Stevana,Mabee,Female,53,France,Anvik Airport,US,United States,NAM,North America,7/13/2022,ANV,Stevana Mabee,Cancelled
33898,Cornell,Carreck,Male,26,Argentina,San Carlos Apache Airport,US,United States,NAM,North America,12/21/2022,GLB,Cornell Carreck,Cancelled
44131,Valdemar,Marcone,Male,7,Sri Lanka,Mungeranie Airport,AU,Australia,OC,Oceania,08/11/2022,MNE,Valdemar Marcone,Delayed
80142,Alleyn,Genn,Male,41,United States,Crane County Airport,US,United States,NAM,North America,01/07/2022,CCG,Alleyn Genn,On Time
69946,Vlad,Betteson,Male,23,Albania,Makabana Airport,CG,Congo,AF,Africa,03/11/2022,KMK,Vlad Betteson,Delayed
19064,Maria,Tinkham,Female,27,Czech Republic,Kuri Airport,PG,Papua New Guinea,OC,Oceania,2/20/2022,KUQ,Maria Tinkham,Delayed
88466,Leshia,Sweetenham,Female,18,Afghanistan,Sibu Airport,MY,Malaysia,AS,Asia,7/21/2022,SBW,Leshia Sweetenham,On Time
98403,Daria,Feron,Female,75,Thailand,Corumbá International Airport,BR,Brazil,SAM,South America,3/27/2022,CMG,Daria Feron,Cancelled
29327,Wash,Itshak,Male,43,China,Sawan Airport,PK,Pakistan,AS,Asia,4/24/2022,RZS,Wash Itshak,Cancelled
93822,Emmy,Tapsell,Female,25,Croatia,Zilfi Airport,SA,Saudi Arabia,AS,Asia,5/18/2022,ZUL,Emmy Tapsell,Delayed
36644,Hillery,Roke,Male,21,Mongolia,Lebakeng Airport,LS,Lesotho,AF,Africa,09/08/2022,LEF,Hillery Roke,Delayed
33276,Anna-diane,Gosnay,Female,28,Philippines,El Nouzha Airport,EG,Egypt,AF,Africa,4/28/2022,ALY,Anna-diane Gosnay,On Time
68803,Val,Bonas,Female,42,Poland,Masvingo International Airport,ZW,Zimbabwe,AF,Africa,06/05/2022,MVZ,Val Bonas,Delayed
74581,Renata,Fishbourne,Female,82,Tunisia,Erzurum International Airport,TR,Turkey,AS,Asia,06/11/2022,ERZ,Renata Fishbourne,Delayed
62836,Smitty,Wrangle,Male,70,Croatia,Naval Station Mayport (Admiral David L. Mcdonald Field),US,United States,NAM,North America,09/07/2022,NRB,Smitty Wrangle,Delayed
34751,Monroe,Gudd,Male,13,South Africa,Ghat Airport,LY,Libya,AF,Africa,6/15/2022,GHT,Monroe Gudd,Cancelled
22406,Jamaal,De-Ville,Male,81,Russia,Gdańsk Lech Wałęsa Airport,PL,Poland,EU,Europe,12/05/2022,GDN,Jamaal De-Ville,Delayed
48919,Sylvester,Lea,Male,51,China,Xiamen Gaoqi International Airport,CN,China,AS,Asia,9/19/2022,XMN,Sylvester Lea,Cancelled
51054,Zared,Gallego,Male,39,Germany,Magan Airport,RU,Russian Federation,EU,Europe,07/09/2022,GYG,Zared Gallego,Delayed
37991,Gianna,Gowen,Female,45,China,Lawrence County Airpark,US,United States,NAM,North America,03/07/2022,HTW,Gianna Gowen,On Time
21290,Janenna,Goozee,Female,80,United States,New Stuyahok Airport,US,United States,NAM,North America,4/15/2022,KNW,Janenna Goozee,Delayed
78547,Ros,Finnimore,Female,51,Russia,Black Tickle Airport,CA,Canada,NAM,North America,10/21/2022,YBI,Ros Finnimore,On Time
21841,Joeann,Kopman,Female,18,China,Sir Seretse Khama International Airport,BW,Botswana,AF,Africa,8/15/2022,GBE,Joeann Kopman,On Time
21157,Curr,Barbara,Male,26,Guinea-Bissau,Grissom Air Reserve Base,US,United States,NAM,North America,3/27/2022,GUS,Curr Barbara,Cancelled
94500,Isabeau,Libbe,Female,74,Venezuela,Passikudah Helipad,LK,Sri Lanka,AS,Asia,05/08/2022,PQD,Isabeau Libbe,Delayed
